FILENAME: osvmicgrup2-20160630T083247+0200006787.BF
DEVICE: OpenScapeVoice
HOSTNAME: osvmicgrup2
FILETYPE: BILLING
VERSION: V8.00.00

CREATE: 2016-30-06T08:32:47.2+0200

0,00000000,2016-30-06T08:27:36.9+0200,0,osvmicgrup1,2016-30-06T08:27:36.9+0200:FF00010000000000F8D774572F340300,34930051215,,0,,34930051211,34930051215,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,900,902,,,,,,,,2016-30-06T08:27:47.1+0200,2016-30-06T08:27:36.9+0200,2016-30-06T08:27:47.1+0200,2016-30-06T08:27:37.0+0200,2016-30-06T08:27:47.1+0200,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51211,,,,,,,,,,,,,,,,,,,,8-5-96,362841,,8-5-96,362843,192.1.1.217,192.1.1.165,,0,,
1,00000000,2016-30-06T08:28:11.6+0200,0,osvmicgrup1,2016-30-06T08:28:11.6+0200:FF000100000000001BD8745734340300,,,0,,34930050000,1502,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,901,902,,,,,,,,2016-30-06T08:28:11.6+0200,2016-30-06T08:28:11.6+0200,2016-30-06T08:28:11.6+0200,2016-30-06T08:28:11.6+0200,2016-30-06T08:28:11.6+0200,,,,,,,,,,,17592186044416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488850000,,,,,,,,,,,,,,,,,,,,8-5-96,362861,,8-5-96,362847,10.5.96.133,192.1.1.191,,0,,
2,00000000,2016-30-06T08:27:40.1+0200,315,osvmicgrup1,2016-30-06T08:27:40.1+0200:FF00010000000000FCD7745730340300,,,315,,1502,0442036970844,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,901,903,,,,,,,2016-30-06T08:27:40.1+0200,2016-30-06T08:28:11.6+0200,2016-30-06T08:27:40.1+0200,2016-30-06T08:28:11.6+0200,2016-30-06T08:27:40.1+0200,2016-30-06T08:28:11.6+0200,,,,,,,,,,,17592186044416,,,268435457,,,,,,,,,,268435457,,,,,,,,,,,,,,,,,,,,,,,,937670378,,,1,,,,1,,,,,,,,,,,,,8-5-96,362845,,8-5-96,362847,192.0.100.54,10.5.96.133,,3,,
3,00000000,2016-30-06T08:27:27.8+0200,509,osvmicgrup1,2016-30-06T08:27:27.8+0200:FF00010000000000EFD774572D340300,34930040000,,509,,34930051019,34930040000,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,900,902,,,,,,,2016-30-06T08:27:34.7+0200,2016-30-06T08:28:25.6+0200,2016-30-06T08:27:27.8+0200,2016-30-06T08:28:25.6+0200,2016-30-06T08:27:27.8+0200,2016-30-06T08:28:25.6+0200,,,,,,,,,,,0,,,268435989,,,,,,,,,,268435989,,,,,,,,,,,,,,,,,,,,,,,,51019,,,1,,,,1,,,,,,,,,,,,,8-5-96,362833,,8-5-96,362835,10.24.0.39,192.1.1.108,,0,,
4,00000000,2016-30-06T08:28:31.5+0200,0,osvmicgrup1,2016-30-06T08:28:31.5+0200:FF000100000000002FD8745736340300,,,0,,34930090114,1503,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,901,902,,,,,,,,2016-30-06T08:28:31.9+0200,2016-30-06T08:28:31.5+0200,2016-30-06T08:28:31.9+0200,2016-30-06T08:28:31.9+0200,2016-30-06T08:28:31.9+0200,,,,,,,,,,,17592186044416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488890114,,,,,1024,,,,,,,,,,,,,,,8-5-96,362865,,8-5-96,362859,10.5.96.133,10.24.0.247,34930040023,0,,
5,00000000,2016-30-06T08:28:04.0+0200,278,osvmicgrup1,2016-30-06T08:28:04.0+0200:FF0001000000000014D8745733340300,,,278,,1503,0937848496,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,901,903,,,,,,,2016-30-06T08:28:04.1+0200,2016-30-06T08:28:31.9+0200,2016-30-06T08:28:04.0+0200,2016-30-06T08:28:31.9+0200,2016-30-06T08:28:04.0+0200,2016-30-06T08:28:31.9+0200,,,,,,,,,,,17592186044416,,,268435457,,,,,,,,,,268435457,,,,,,,,,,,,,,,,,,,,,,,,937032828,,,1,,,,1,,,,,,,,,,,,,8-5-96,362857,,8-5-96,362859,192.0.100.54,10.5.96.133,,6,,
6,00000000,2016-30-06T08:24:50.5+0200,2064,osvmicgrup1,2016-30-06T08:24:50.5+0200:FF0001000000000052D7745724340300,34930040035,,2064,,607116410,34930040035,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,900,903,,,,,,,2016-30-06T08:25:07.1+0200,2016-30-06T08:28:33.6+0200,2016-30-06T08:24:50.5+0200,2016-30-06T08:28:33.6+0200,2016-30-06T08:24:50.8+0200,2016-30-06T08:28:33.6+0200,,,,,,,,,,,0,,,517,,,,,,,,,,517,,,,,,,,,,,,,,,,,,,,,,,,0607116410,,,1,,,,1,,,,,,,,,,,,,8-5-96,362809,,8-5-96,362811,10.24.0.50,10.1.0.113,,0,,
7,00000000,2016-30-06T08:26:51.2+0200,904,osvmicgrup1,2016-30-06T08:26:51.2+0200:FF00010000000000BDD7745729340300,,,904,,34930051215,0937601003,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,901,902,,,,,,,2016-30-06T08:27:05.3+0200,2016-30-06T08:28:35.7+0200,2016-30-06T08:26:51.2+0200,2016-30-06T08:28:35.7+0200,2016-30-06T08:26:51.2+0200,2016-30-06T08:28:35.7+0200,,,,,,,,,,,17592186044416,,,268435457,,,,,,,,,,268435457,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,8-5-96,362827,1502,8-5-96,362823,192.0.100.54,192.1.1.217,,426,,
8,00000000,2016-30-06T08:28:38.6+0200,0,osvmicgrup1,2016-30-06T08:28:38.6+0200:FF0001000000000036D8745737340300,34930040035,,0,,3834,34930040035,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,900,999,,,,,,,,2016-30-06T08:28:40.5+0200,2016-30-06T08:28:38.6+0200,2016-30-06T08:28:40.5+0200,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3834,,,,,,,,,,,,,,,,,,,,8-5-96,362869,,8-5-96,362871,10.24.0.50,,,0,,
9,00000000,2016-30-06T08:27:41.7+0200,451,osvmicgrup1,2016-30-06T08:27:41.7+0200:FF00010000000000FDD7745731340300,,,451,,3120,34930050411,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,900,903,,,,,,,2016-30-06T08:27:57.9+0200,2016-30-06T08:28:43.0+0200,2016-30-06T08:27:41.7+0200,2016-30-06T08:28:43.0+0200,2016-30-06T08:27:41.9+0200,2016-30-06T08:28:43.0+0200,,,,,,,,,,,0,,,517,,,,,,,,,,517,,,,,,,,,,,,,,,,,,,,,,,,03120,,,1,,,,1,,,,,,,,,,,,,8-5-96,362849,,8-5-96,362851,10.24.0.249,10.1.0.113,,0,,
10,00000000,2016-30-06T08:28:11.6+0200,306,osvmicgrup1,2016-30-06T08:28:11.6+0200:FF00010000000000FCD7745730340300,,,306,,34930050000,0442036970844,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,901,902,,,,,,,2016-30-06T08:28:17.2+0200,2016-30-06T08:28:47.8+0200,2016-30-06T08:28:11.6+0200,2016-30-06T08:28:47.8+0200,2016-30-06T08:28:11.6+0200,2016-30-06T08:28:47.8+0200,,,,,,,,,,,17592186044416,,,268435457,,,,,,,,,,268435457,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,8-5-96,362863,1502,8-5-96,362847,192.0.100.54,192.1.1.191,,0,,
11,00000000,2016-30-06T08:28:31.5+0200,0,osvmicgrup1,2016-30-06T08:28:31.5+0200:FF000100000000002FD8745736340300,,,0,,34930090114,1503,,,,,,5,19,,,,,,,,,,,,,,,,,,,,,901,902,,,,,,,,2016-30-06T08:29:00.9+0200,2016-30-06T08:28:31.5+0200,2016-30-06T08:28:31.9+0200,2016-30-06T08:28:31.9+0200,2016-30-06T08:28:31.9+0200,,,,,,,,,,,17592186044416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488890114,,,,,1024,128,,,,,,,,,,,,,,8-5-96,362877,,8-5-96,362859,10.5.96.133,10.24.0.247,34930040023,0,,
12,00000000,2016-30-06T08:26:55.0+0200,1001,osvmicgrup1,2016-30-06T08:26:55.0+0200:FF00010000000000CFD774572B340300,34930051224,,1001,,8533,34930051224,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,900,903,,,,,,,2016-30-06T08:27:20.9+0200,2016-30-06T08:29:01.0+0200,2016-30-06T08:26:55.0+0200,2016-30-06T08:29:01.0+0200,2016-30-06T08:26:55.2+0200,2016-30-06T08:29:01.0+0200,,,,,,,,,,,0,,,517,,,,,,,,,,517,,,,,,,,,,,,,,,,,,,,,,,,08533,,,1,,,,1,,,,,,,,,,,,,8-5-96,362829,,8-5-96,362831,192.1.1.97,10.1.0.113,,0,,
